age,gender,class,Fav Subject,Mrks in Maths,Mrks in Science,Mrks in History,Mrks in geography,Mrks in English,Mrks in Marathi,Mrks in Hindi,Mrks in Computer
15,m,10,Science,66,92,99,85,39,48,69,76
7,m,2,History,51,78,44,92,57,96,35,46
13,f,8,Marathi,100,70,68,87,73,75,48,44
13,f,8,History,95,60,43,55,53,50,59,88
6,m,1,Science,40,53,47,44,95,48,56,35
15,f,10,Maths,37,48,92,100,65,72,52,98
15,m,10,Marathi,52,89,82,58,99,92,59,100
8,m,3,Computer,55,48,93,93,48,64,86,79
10,f,5,Hindi,55,76,46,49,56,61,72,48
8,f,3,History,48,49,38,38,85,74,44,90
6,m,1,Geography,68,65,64,83,41,62,36,41
11,m,6,Geography,88,61,87,100,42,42,70,96
15,f,10,Computer,71,82,88,75,64,85,63,41
13,m,8,Hindi,76,49,45,36,70,70,92,54
12,m,7,Hindi,35,77,86,52,53,99,59,84
14,m,9,Science,83,89,62,81,61,50,70,85
10,f,5,History,79,48,72,71,58,97,96,96
11,m,6,Maths,84,37,79,52,99,69,59,80
15,f,10,History,55,74,63,36,60,60,51,40
14,m,9,Science,66,94,97,77,88,59,41,70
7,f,2,English,60,66,43,47,63,38,43,39
8,f,3,Maths,79,57,79,91,96,45,82,45
7,m,2,Hindi,39,45,44,39,63,70,66,91
9,m,4,Maths,79,80,87,83,97,80,95,61
6,m,1,Hindi,99,73,62,52,86,54,81,37
9,f,4,Maths,86,45,73,79,36,89,100,92
10,f,5,Geography,51,54,45,81,57,68,89,85
7,m,2,History,78,85,69,61,73,36,48,90
6,f,1,Marathi,54,64,57,92,42,75,86,35
9,m,4,English,97,97,52,59,47,84,66,80
15,m,10,English,99,62,57,75,79,40,88,38
12,f,7,Maths,51,68,65,35,81,79,75,42
15,f,10,Hindi,73,70,53,43,94,52,84,100
9,m,4,Hindi,38,48,81,39,59,67,50,91
8,m,3,History,90,48,50,53,44,82,83,79
12,f,7,Maths,85,57,84,62,69,43,49,59
10,m,5,Science,62,94,37,82,95,92,60,79
8,m,3,English,39,89,66,64,35,53,83,83
6,m,1,Geography,65,95,58,53,48,37,87,52
6,f,1,Hindi,88,72,99,77,59,45,100,91
12,m,7,Marathi,88,84,93,39,48,100,84,59
15,f,10,Maths,94,37,61,86,74,64,64,36
7,m,2,Hindi,56,94,90,92,71,60,71,68
9,f,4,Computer,37,58,94,96,56,68,93,37
15,f,10,Geography,76,37,60,56,51,47,82,49
8,m,3,Geography,99,36,54,35,90,97,40,61
9,m,4,English,54,54,47,71,84,100,41,81
13,m,8,English,86,63,94,68,69,78,73,74
15,f,10,Maths,63,64,93,58,45,60,54,81
8,f,3,Maths,69,67,38,80,89,60,70,90
15,m,10,Hindi,43,62,99,41,38,81,40,39
9,f,4,Marathi,61,41,84,61,62,47,89,49
15,m,10,Hindi,62,78,85,75,82,89,46,86
13,m,8,Geography,68,46,43,84,67,39,73,63
14,f,9,Science,91,42,48,46,92,64,57,58
10,f,5,Maths,40,40,81,91,77,81,57,55
9,m,4,Marathi,65,37,62,67,83,76,37,35
6,m,1,Marathi,44,62,43,53,68,35,80,70
13,f,8,Geography,69,99,45,83,71,75,46,38
6,m,1,Science,82,78,54,40,73,91,57,99
11,m,6,History,85,84,43,98,40,60,97,41
15,m,10,Marathi,53,44,73,47,39,70,82,51
13,f,8,Science,80,45,65,78,50,41,66,60
13,m,8,Geography,81,77,67,92,42,41,91,65
7,f,2,Maths,81,93,50,60,48,61,65,39
13,m,8,Marathi,100,38,65,51,35,89,69,77
13,f,8,History,55,44,88,78,73,71,56,82
14,f,9,Geography,77,61,58,94,75,69,60,68
14,m,9,English,39,36,82,89,89,81,68,80
11,m,6,Hindi,98,62,56,44,37,71,56,42
15,m,10,Hindi,88,44,60,54,75,95,98,66
8,f,3,Marathi,89,62,100,77,38,92,77,38
11,f,6,Science,53,47,74,71,38,42,55,79
8,m,3,Computer,36,58,98,52,99,95,67,86
6,f,1,History,50,75,95,75,95,39,44,52
14,m,9,English,41,74,46,74,66,57,56,96
13,m,8,Hindi,40,82,82,60,42,62,64,84
13,f,8,History,93,88,35,35,74,82,38,52
14,f,9,Science,57,99,47,87,49,57,56,49
11,m,6,English,93,52,68,92,55,47,94,97
14,m,9,Hindi,36,80,49,82,100,49,95,55
14,f,9,Marathi,71,87,49,86,70,40,40,83
8,m,3,History,39,88,59,95,55,64,62,71
6,m,1,Computer,54,44,43,42,54,48,37,43
8,m,3,Computer,46,55,35,39,79,61,38,69
9,f,4,Hindi,81,62,46,44,44,71,57,71
12,m,7,History,46,96,38,51,57,68,83,35
11,f,6,Computer,49,45,72,68,53,35,92,84
10,m,5,English,73,63,45,90,78,56,40,96
10,f,5,Hindi,60,92,74,96,80,57,37,59
8,f,3,History,81,86,56,45,83,71,58,44
8,m,3,Science,80,87,43,36,85,58,37,77
11,m,6,Maths,74,82,49,79,64,53,68,90
7,m,2,Science,43,75,76,55,89,97,44,42
9,f,4,Geography,62,58,36,44,82,72,64,44
6,f,1,Marathi,44,81,67,98,55,87,45,83
14,m,9,Science,65,37,47,71,49,86,40,35
9,f,4,Science,43,42,94,53,69,89,85,52
10,m,5,Science,86,42,67,56,47,79,67,54
9,m,4,History,62,49,58,60,35,66,36,55
6,f,1,Marathi,64,53,75,75,68,42,48,49
8,f,3,History,53,87,74,37,78,58,90,48
11,m,6,Marathi,88,79,43,73,35,96,79,35
11,m,6,History,92,96,43,81,67,87,98,72
15,f,10,History,69,46,43,70,39,90,35,97
7,m,2,Geography,78,71,74,66,47,62,76,93
10,m,5,Maths,72,99,92,37,41,43,40,37
15,m,10,Hindi,88,86,68,50,44,87,96,58
12,f,7,History,74,79,80,76,66,60,76,60
10,m,5,English,45,48,75,61,39,66,82,94
10,f,5,English,76,40,37,88,54,65,88,63
6,m,1,History,61,63,66,62,80,86,100,68
14,f,9,Maths,73,38,58,47,62,89,71,56
11,f,6,Maths,35,94,41,57,72,75,91,92
13,m,8,Marathi,47,55,88,94,89,84,41,65
13,m,8,Maths,66,39,70,82,78,44,61,56
11,m,6,Maths,79,57,49,78,51,88,48,71
10,f,5,English,39,78,47,63,67,88,65,75
10,f,5,History,70,90,56,87,66,98,50,38
11,m,6,Computer,54,96,41,85,83,99,65,83
10,f,5,History,35,51,44,84,59,66,96,97
9,m,4,Computer,52,82,91,100,46,73,97,74
8,m,3,Maths,58,93,42,35,87,81,49,100
15,f,10,English,86,62,73,69,79,48,45,81
13,f,8,Science,98,51,57,99,91,67,66,68
14,m,9,Maths,54,67,70,47,43,64,56,73
10,m,5,Computer,58,51,55,74,92,42,57,74
15,f,10,Marathi,44,80,44,88,37,88,80,95
8,m,3,Marathi,86,50,85,86,83,91,61,51
8,m,3,Maths,97,68,45,85,85,64,51,40
11,m,6,Geography,51,81,70,41,51,41,46,61
8,f,3,Geography,66,89,81,41,85,39,91,59
13,m,8,Maths,84,43,40,85,94,67,89,62
9,f,4,Maths,40,85,91,63,88,98,88,74
10,m,5,History,98,92,91,71,77,35,38,99
12,f,7,Computer,96,65,89,60,61,80,85,87
8,f,3,Hindi,40,46,71,65,87,50,97,88
8,m,3,History,44,71,72,62,84,41,97,37
15,m,10,Marathi,51,44,45,42,83,59,76,56
6,m,1,Hindi,63,56,63,89,72,44,52,43
11,f,6,Maths,71,45,94,78,87,90,83,35
11,f,6,Computer,93,67,39,40,90,36,48,86
13,m,8,History,76,45,73,68,78,98,59,60
11,f,6,Maths,82,83,65,37,75,90,75,89
13,m,8,Hindi,67,47,43,48,87,84,81,37
12,m,7,English,64,84,97,70,41,42,54,67
13,f,8,Computer,70,70,44,94,77,72,51,42
15,f,10,Maths,51,66,69,45,75,100,93,36
14,m,9,Maths,46,44,77,95,76,80,95,53
13,m,8,Maths,64,79,100,41,53,56,41,42
14,f,9,Hindi,63,38,78,95,99,39,72,84
8,m,3,Computer,52,66,57,54,96,95,66,41
11,m,6,Science,67,93,84,82,78,44,50,40
13,m,8,Marathi,55,93,44,56,76,81,61,62
6,f,1,History,90,46,43,60,77,87,86,40
8,m,3,Geography,46,73,43,59,41,56,68,43
10,f,5,Geography,66,68,92,50,73,86,45,47
7,m,2,Marathi,39,52,48,64,86,39,38,45
15,f,10,Hindi,82,88,78,49,39,79,36,56
7,f,2,History,83,35,52,69,91,39,59,90
8,m,3,Marathi,75,35,53,49,60,62,41,77
8,m,3,Marathi,67,100,82,36,87,76,61,48
6,m,1,Science,91,44,51,78,76,66,49,45
14,f,9,Marathi,95,88,55,68,66,74,100,100
8,f,3,English,70,71,44,74,45,88,68,94
8,m,3,Science,47,52,61,55,39,79,85,98
13,f,8,Marathi,82,49,75,94,58,100,95,48
11,m,6,History,54,42,57,65,71,67,54,56
13,m,8,Marathi,79,67,54,72,48,69,90,52
15,f,10,Maths,69,98,82,95,55,72,45,91
7,f,2,Hindi,42,46,48,65,69,62,59,38
7,m,2,Hindi,45,57,93,67,35,93,70,37
13,m,8,Hindi,56,94,50,57,72,52,54,55
7,f,2,Geography,42,82,76,78,92,94,58,46
13,m,8,Hindi,76,51,97,56,97,48,47,47
15,m,10,Hindi,62,95,58,47,94,84,39,45
10,m,5,English,85,40,66,79,47,53,75,55
11,f,6,Maths,71,54,87,63,48,59,82,57
10,m,5,History,55,72,61,52,62,70,62,42
14,f,9,Marathi,73,53,87,74,87,86,50,65
7,m,2,Maths,54,39,93,68,39,75,94,47
10,f,5,Geography,74,50,87,89,78,54,35,38
14,f,9,English,35,63,38,97,57,41,74,99
10,m,5,Computer,51,43,98,58,50,57,42,38
15,m,10,History,95,77,41,43,35,44,44,68
10,m,5,Maths,36,85,79,85,47,48,97,73
14,f,9,Maths,58,100,77,91,52,95,56,66
9,f,4,Science,48,84,62,93,95,73,71,73
14,m,9,Hindi,50,75,95,47,48,40,69,49
15,f,10,Geography,69,59,81,85,60,76,79,68
11,m,6,Marathi,41,70,80,84,81,86,74,38
6,m,1,Computer,44,65,63,72,84,58,83,82
14,f,9,History,91,70,56,46,50,81,60,40
8,f,3,History,93,67,69,58,71,64,69,82
9,m,4,History,79,57,41,39,74,62,48,58
11,m,6,Marathi,96,78,84,41,69,44,96,75
14,f,9,Maths,75,44,76,58,45,72,49,60
11,m,6,Maths,92,96,98,37,69,98,78,81
12,m,7,Hindi,72,76,56,90,85,43,69,53
7,m,2,Maths,73,69,77,72,82,47,66,54
11,f,6,Geography,98,87,75,62,39,81,68,69
7,m,2,Geography,56,64,79,83,81,92,91,93
9,f,4,English,67,61,65,47,36,51,88,57
7,m,2,Science,86,90,49,38,52,35,97,40
8,f,3,English,37,62,81,57,76,100,90,91
11,f,6,Marathi,87,98,85,92,79,59,72,82
12,m,7,Geography,78,62,59,81,85,48,56,61
9,m,4,Computer,79,63,74,67,75,72,78,75
10,m,5,Maths,66,35,74,81,70,50,82,81
11,f,6,Science,52,75,100,91,51,76,81,71
11,f,6,Hindi,49,84,75,38,91,100,98,57
8,m,3,Science,52,81,70,91,51,86,73,93
9,f,4,Marathi,70,37,69,46,96,67,100,50
15,m,10,English,65,49,71,80,81,54,75,54
6,m,1,History,84,54,80,61,83,69,82,93
15,f,10,Science,48,93,84,53,90,67,57,50
15,f,10,Science,82,40,35,60,73,55,59,99
7,m,2,English,48,50,77,86,52,85,67,41
12,m,7,English,42,41,41,96,96,100,71,58
13,f,8,Science,78,75,38,45,55,83,61,54
13,m,8,History,41,74,96,49,60,55,86,82
13,m,8,Computer,100,44,88,96,54,54,61,78
6,m,1,Geography,39,82,90,89,98,100,67,79
8,f,3,Geography,90,70,84,41,94,81,39,94
11,m,6,Science,70,50,75,75,65,94,38,48
10,f,5,Computer,99,95,39,64,36,71,94,59
7,m,2,History,83,51,47,84,38,54,65,42
13,f,8,History,62,64,51,64,76,50,95,59
7,f,2,Geography,44,58,55,89,41,90,45,77
14,m,9,English,76,83,73,53,37,86,83,37
7,m,2,English,73,93,46,81,91,99,67,96
12,m,7,Marathi,39,98,65,55,87,97,55,93
15,f,10,History,70,44,52,73,66,53,79,37
7,f,2,Science,72,61,65,88,60,84,87,45
14,m,9,Geography,38,42,76,46,63,57,50,71
8,f,3,Maths,82,48,65,35,71,70,56,98
10,m,5,Marathi,60,73,73,42,73,80,44,54
7,m,2,Hindi,94,92,68,59,95,65,89,46
6,f,1,Geography,86,70,66,35,43,86,62,90
8,f,3,Marathi,88,45,66,63,59,98,69,69
13,m,8,English,82,87,69,82,40,44,47,96
9,m,4,Maths,42,63,43,74,76,72,89,95
11,f,6,Science,44,69,94,70,70,52,83,61
12,m,7,Maths,39,76,36,42,69,87,58,92
14,m,9,History,37,62,99,98,37,62,43,53
6,m,1,Computer,78,100,63,77,60,50,61,45
8,f,3,Computer,79,71,92,39,42,65,56,97
15,m,10,Science,92,38,51,98,81,42,97,91
6,f,1,Computer,67,71,60,49,64,91,79,67
13,m,8,History,78,93,61,64,66,35,58,57
15,f,10,Geography,84,100,38,95,93,57,42,72
15,f,10,English,59,46,60,73,52,70,36,41
8,m,3,English,46,80,53,91,44,56,38,67
11,m,6,Maths,99,100,90,44,76,58,41,61
10,m,5,Maths,35,91,49,55,85,81,89,73
7,f,2,Science,84,93,92,49,90,35,89,91
14,f,9,History,53,82,44,82,66,95,71,61
9,m,4,Marathi,56,47,38,49,64,86,46,57
6,f,1,History,52,63,99,71,83,38,58,93
15,m,10,Computer,96,82,89,71,69,93,61,44
8,m,3,Computer,96,37,72,44,69,81,55,76
9,f,4,Geography,58,36,83,38,76,38,61,45
10,f,5,History,97,60,44,74,80,61,35,78
7,m,2,History,51,72,80,59,50,73,78,45
8,m,3,Geography,50,46,63,79,88,56,35,93
14,f,9,History,37,85,57,91,97,39,76,78
6,m,1,History,94,60,43,62,94,88,86,68
7,m,2,Science,47,94,89,72,66,59,96,87
11,m,6,Maths,93,70,75,98,75,40,70,92
12,f,7,Hindi,94,64,87,73,40,61,39,67
7,m,2,Hindi,70,56,73,72,95,97,80,61
12,f,7,Computer,48,79,89,62,44,65,72,41
14,m,9,English,74,55,87,80,99,67,79,63
13,f,8,English,83,85,43,80,74,81,81,54
11,f,6,Computer,39,83,86,99,91,49,36,43
12,m,7,Science,58,38,61,91,40,91,69,91
13,m,8,Marathi,66,50,80,74,49,73,75,100
10,m,5,Computer,47,95,75,63,68,74,70,59
9,f,4,Computer,66,39,51,64,76,61,81,44
13,f,8,Geography,99,52,91,84,65,64,88,43
9,m,4,History,94,39,82,60,35,36,61,55
11,f,6,English,35,70,89,69,92,82,66,50
11,m,6,Marathi,43,61,52,99,35,67,50,72
14,m,9,Geography,40,41,79,70,42,51,84,91
10,f,5,Hindi,80,80,53,69,39,59,73,42
7,f,2,Marathi,38,84,87,78,88,42,42,97
15,m,10,English,55,51,71,42,98,49,37,52
14,m,9,Computer,84,100,55,83,82,86,49,64
12,f,7,Science,36,87,70,95,48,53,73,43
7,m,2,History,60,78,35,84,95,45,96,58
14,m,9,Maths,50,89,46,41,99,63,90,75
8,m,3,Computer,89,75,84,62,36,89,96,76
8,f,3,Computer,43,51,36,93,67,87,62,97
8,m,3,Geography,79,82,89,50,50,75,72,84
13,f,8,Marathi,39,40,95,73,63,100,49,75
8,m,3,English,79,97,36,38,80,44,44,47
14,f,9,Marathi,73,65,91,66,83,82,58,53
12,f,7,English,84,48,86,40,37,71,83,61
12,m,7,Science,92,54,96,87,93,95,90,41
14,m,9,Geography,81,62,67,40,62,52,74,38
14,m,9,Maths,49,83,82,64,65,89,81,41
8,f,3,Geography,61,37,49,38,74,48,77,45
9,f,4,Science,83,81,63,41,87,70,55,55
14,m,9,Marathi,62,63,36,40,51,92,88,50
10,f,5,Maths,72,47,68,84,51,60,71,51
11,m,6,Computer,84,93,77,37,67,88,38,58
15,m,10,English,44,36,80,71,51,39,78,66
6,f,1,English,89,93,85,35,91,35,95,92
6,f,1,Computer,58,72,69,55,40,74,74,87
9,m,4,Maths,64,55,57,63,40,86,86,36
11,m,6,Maths,48,50,54,62,56,42,41,72
9,f,4,Geography,76,73,99,72,82,72,71,100
11,m,6,English,87,50,94,63,86,98,68,41
12,m,7,Computer,93,38,41,100,66,41,35,90
9,m,4,Geography,49,37,45,61,99,59,88,73
10,f,5,Geography,66,50,68,69,75,53,35,36
11,m,6,Marathi,98,84,62,73,42,73,96,53
13,f,8,Science,56,61,77,74,38,53,71,92
9,m,4,Science,79,35,71,40,87,92,88,36
11,f,6,History,62,52,37,35,36,52,46,66
13,f,8,Maths,92,97,77,96,72,57,83,58
10,m,5,History,97,71,57,68,43,96,65,36
6,m,1,Geography,43,98,97,65,66,58,49,53
9,m,4,Hindi,77,56,55,87,49,98,40,83
14,f,9,Maths,97,50,78,57,99,53,100,65
12,f,7,History,70,85,84,42,76,46,39,86
14,m,9,Computer,72,86,96,89,79,70,36,81
8,f,3,Computer,98,98,80,98,94,87,55,53
14,m,9,Maths,73,55,58,73,74,81,50,64
6,m,1,Marathi,87,64,92,60,63,85,67,62
15,f,10,Computer,42,48,70,97,89,86,73,100
13,f,8,History,84,66,74,80,35,49,39,90
11,m,6,Marathi,95,51,86,39,80,79,66,84
12,m,7,Hindi,37,83,39,83,36,75,51,79
8,f,3,Computer,58,50,38,45,52,39,82,68
7,m,2,Geography,72,70,36,91,65,99,89,83
13,m,8,English,99,94,66,92,98,58,43,51
7,m,2,English,89,67,79,58,46,85,57,69
10,f,5,Computer,46,71,93,80,82,61,62,74
9,m,4,Marathi,71,98,71,66,49,65,35,79
10,f,5,Geography,64,44,58,77,46,95,89,52
9,m,4,Computer,61,67,44,41,98,94,69,43
14,f,9,Computer,99,92,37,40,97,94,100,39
8,f,3,Marathi,36,95,68,48,78,90,56,38
10,m,5,Computer,73,81,55,90,58,97,74,61
14,m,9,Computer,56,48,72,79,96,60,40,38
8,m,3,Science,57,77,57,49,68,73,72,36
11,f,6,Science,75,72,61,51,38,39,54,64
11,f,6,History,84,56,82,75,56,84,73,65
8,m,3,History,88,99,99,36,60,60,78,58
8,f,3,History,84,43,60,52,75,79,43,43
12,m,7,History,38,47,47,46,52,89,59,55
13,m,8,History,59,95,61,56,56,89,63,60
6,f,1,History,91,95,75,95,64,42,35,59
11,f,6,Geography,97,41,58,35,63,78,48,71
13,m,8,History,88,76,80,59,99,45,93,56
14,m,9,Geography,92,80,36,44,77,92,82,52
10,f,5,Hindi,41,96,89,58,75,80,66,58
6,m,1,Science,91,72,86,46,93,95,92,99
9,m,4,English,42,88,81,99,92,37,44,74
14,m,9,Science,80,72,62,100,35,78,79,79
12,f,7,Hindi,54,98,86,67,64,59,70,51
10,m,5,Science,99,68,46,65,40,63,92,82
9,f,4,Marathi,88,69,67,42,37,100,78,59
15,m,10,History,55,64,81,39,46,100,45,46
11,f,6,Geography,81,87,62,90,73,43,91,63
11,f,6,Computer,95,35,98,43,35,98,73,60
6,m,1,Marathi,95,71,94,79,74,72,71,76
13,m,8,Marathi,95,95,88,39,72,64,51,63
14,m,9,Computer,99,46,63,44,73,73,58,46
7,f,2,Hindi,48,95,64,66,70,65,84,46
11,f,6,English,51,54,100,84,35,98,81,97
13,m,8,English,68,54,40,84,50,74,74,70
6,f,1,English,46,42,63,57,69,77,50,38
6,m,1,English,43,52,99,35,46,100,78,53
15,m,10,English,60,85,76,98,80,79,92,84
10,f,5,Marathi,89,79,37,59,75,82,57,57
11,f,6,Marathi,58,41,98,45,71,83,89,81
10,m,5,History,75,46,73,98,96,39,67,39
10,m,5,English,61,46,81,54,81,57,61,72
6,f,1,History,81,60,71,90,42,64,81,79
6,m,1,Maths,57,78,85,50,78,71,69,66
6,m,1,Marathi,99,37,67,59,89,35,84,39
6,m,1,Geography,93,94,44,67,45,64,83,38
14,f,9,Marathi,97,71,99,39,41,66,45,89
7,m,2,Maths,100,71,98,98,50,36,97,83
8,f,3,Geography,67,100,41,71,99,94,48,85
12,m,7,English,66,96,47,98,83,47,50,39
11,f,6,Hindi,97,59,88,40,82,51,42,90
6,f,1,Marathi,87,79,98,40,68,95,40,43
15,m,10,Marathi,82,73,83,100,52,45,42,51
13,m,8,Marathi,42,50,44,71,50,36,85,100
6,m,1,English,42,97,44,43,82,43,49,78
9,f,4,Science,79,86,78,76,65,69,69,72
7,f,2,Geography,37,62,59,59,44,95,56,93
10,m,5,Marathi,67,61,55,95,64,91,35,74
10,f,5,History,74,85,86,77,94,61,90,76
13,m,8,Maths,97,65,79,83,95,68,44,79
8,m,3,Maths,91,76,70,49,65,90,76,79
10,f,5,Maths,88,72,64,38,44,72,52,90
13,f,8,Science,53,52,74,71,77,74,46,73
13,m,8,Computer,46,40,65,46,90,78,50,42
6,m,1,Science,61,60,75,69,54,83,78,35
15,f,10,Maths,87,77,39,93,98,59,76,92
8,m,3,Marathi,54,42,75,90,86,60,38,53
13,m,8,Geography,76,85,49,58,95,70,39,69
14,m,9,Marathi,60,76,63,72,95,54,40,94
8,f,3,Hindi,43,41,82,68,75,77,94,89
6,m,1,Marathi,49,76,68,82,45,47,47,71
7,f,2,English,95,69,89,99,70,51,74,86
8,m,3,Computer,78,62,92,86,97,95,79,77
6,f,1,Maths,72,76,81,84,68,68,93,80
8,f,3,Computer,48,90,72,36,68,54,49,78
10,m,5,English,72,55,70,64,39,70,36,36
11,m,6,Computer,82,42,77,64,40,78,83,44
10,m,5,Marathi,74,90,89,40,100,75,36,78
10,f,5,Science,69,99,43,69,76,36,99,93
7,f,2,Marathi,59,63,95,57,55,54,64,90
15,m,10,History,94,71,59,79,80,79,89,45
9,f,4,Maths,82,53,79,45,63,100,87,76
8,m,3,Marathi,63,87,72,46,48,81,53,64
9,m,4,Computer,84,63,38,59,88,49,40,78
7,f,2,English,51,97,81,40,78,84,56,97
8,f,3,Computer,80,48,84,39,98,50,57,35
13,m,8,English,52,55,67,43,80,40,44,39
11,m,6,Geography,45,81,76,52,90,77,100,39
7,f,2,Geography,65,46,82,82,35,95,79,84
9,m,4,History,41,54,77,86,78,82,52,56
6,m,1,Maths,59,89,53,55,94,79,42,45
15,m,10,Geography,73,38,53,43,42,56,99,94
9,f,4,Geography,53,70,83,90,77,47,99,80
8,m,3,Marathi,81,75,41,60,52,69,94,37
13,f,8,Hindi,40,49,94,57,84,46,77,46
10,m,5,History,46,93,100,40,49,59,78,53
7,f,2,Hindi,54,57,60,87,38,82,90,94
12,f,7,Maths,39,50,68,82,55,75,65,96
13,m,8,English,82,90,62,87,95,90,75,70
12,m,7,Maths,67,92,46,80,51,56,80,77
7,m,2,Computer,70,74,92,74,38,54,94,44
7,f,2,English,57,69,75,95,87,77,72,100
8,f,3,Science,77,71,52,53,43,55,47,63
10,m,5,Marathi,35,88,48,38,64,63,77,99
8,f,3,Geography,73,80,89,79,86,69,45,73
10,m,5,Science,77,72,40,54,100,53,89,75
6,m,1,Geography,62,58,89,57,93,73,44,51
13,f,8,Marathi,52,100,77,69,78,96,98,55
9,f,4,English,75,83,46,94,88,38,62,50
13,m,8,Marathi,39,87,51,84,44,60,78,69
9,m,4,Science,72,94,88,73,55,65,42,91
9,f,4,English,81,51,58,71,90,100,59,40
15,m,10,Maths,58,37,43,58,67,93,82,57
7,m,2,History,94,89,55,43,88,46,98,37
8,m,3,Science,71,57,87,99,56,100,44,89
15,f,10,English,56,43,77,83,45,79,46,47
6,m,1,Hindi,41,37,48,37,96,52,38,54
11,f,6,History,62,74,90,77,51,61,54,52
8,m,3,Marathi,71,67,74,49,62,67,38,56
12,f,7,Hindi,74,74,42,48,100,62,67,74
9,f,4,Geography,72,64,86,76,92,60,59,37
8,m,3,Hindi,51,100,77,45,43,62,65,54
6,m,1,Marathi,45,84,51,69,72,35,100,68
14,m,9,History,82,46,80,74,97,90,50,58
14,f,9,Geography,36,71,97,46,52,54,80,80
8,f,3,Maths,77,55,44,65,36,56,68,85
13,m,8,Science,100,59,100,37,75,90,45,69
15,f,10,Marathi,70,99,77,45,82,88,59,80
9,m,4,Maths,36,100,51,36,94,96,41,79
14,m,9,Science,91,87,41,51,79,78,78,94
11,f,6,Maths,60,67,37,51,62,93,83,47
14,f,9,Geography,68,84,95,61,51,80,65,55
14,m,9,Geography,46,45,82,54,55,55,86,71
9,m,4,Hindi,61,83,41,40,85,66,64,94
6,f,1,Geography,68,39,100,57,41,49,43,68
8,m,3,History,36,89,72,59,94,79,83,61
8,m,3,History,45,90,57,44,59,94,50,96
10,m,5,English,58,68,68,62,68,82,89,65
7,f,2,Geography,69,49,59,84,86,98,40,92
10,m,5,Hindi,91,99,94,44,56,82,71,64
9,f,4,Hindi,50,59,72,79,89,90,65,94
14,m,9,History,59,42,55,47,95,82,35,49
12,f,7,History,49,54,100,39,39,61,37,93
15,f,10,Science,37,46,87,67,53,100,49,44
8,m,3,Hindi,47,56,66,95,90,68,69,99
8,m,3,Maths,60,64,65,78,93,84,49,60
7,m,2,Science,81,62,42,47,49,62,83,40
7,f,2,Maths,100,88,86,48,71,55,49,80
7,f,2,Maths,89,100,88,83,62,42,84,73
14,m,9,Geography,99,58,56,41,75,74,85,100
9,f,4,Maths,60,43,69,71,76,38,73,85
14,m,9,English,61,41,62,89,86,97,39,74
8,m,3,Geography,80,91,66,61,40,70,62,90
7,f,2,History,95,54,46,47,46,49,38,87
11,f,6,Hindi,63,89,76,73,43,59,44,55
10,m,5,Geography,88,54,70,50,64,45,93,89
10,m,5,Science,89,79,45,36,36,55,62,73
7,f,2,History,86,76,40,53,87,46,36,91
7,m,2,Science,48,87,93,94,70,78,78,43
8,m,3,Science,35,92,46,71,78,91,89,79
13,m,8,History,44,52,59,42,78,53,36,73
9,f,4,Science,54,91,56,60,45,35,58,46
10,m,5,Science,55,88,41,79,36,73,96,62
6,f,1,Geography,96,96,69,81,36,48,86,89
12,m,7,English,83,83,57,64,56,92,35,92
9,f,4,Hindi,98,49,74,54,95,77,64,55
6,f,1,History,68,44,91,61,55,78,36,50
14,m,9,Computer,65,46,100,94,75,47,52,81
11,m,6,Maths,52,73,64,94,99,56,95,82
8,m,3,Hindi,48,100,67,94,73,53,46,86
15,f,10,Maths,55,73,92,62,38,77,36,70
8,f,3,Science,51,94,63,38,93,100,42,81
6,m,1,Computer,92,36,47,81,59,72,53,80
15,f,10,Science,100,49,88,63,82,38,77,66
13,m,8,Maths,81,52,93,65,51,97,72,35
8,m,3,Maths,82,36,89,44,85,83,77,89
8,f,3,Science,42,67,62,36,97,68,52,85
11,f,6,English,59,81,95,68,80,39,75,85
7,m,2,Computer,83,41,93,63,93,52,90,95
6,m,1,Marathi,66,78,51,57,84,86,53,99
6,f,1,Maths,74,59,81,43,82,78,98,93
8,m,3,Science,87,82,46,44,60,81,56,90
14,m,9,Marathi,61,95,45,43,100,49,65,95
12,m,7,Hindi,90,62,70,82,39,54,86,79
12,f,7,Science,50,37,66,99,53,44,66,38
15,m,10,Science,75,85,66,86,100,79,87,52
13,f,8,Science,84,49,69,85,63,50,47,78
13,m,8,Hindi,47,69,45,75,71,76,54,84
7,f,2,Marathi,90,39,62,96,49,80,66,96
14,f,9,Marathi,58,42,59,36,38,82,55,36
12,m,7,Geography,66,76,35,41,37,64,52,59
10,m,5,Maths,41,97,80,73,74,63,45,54
15,m,10,History,61,41,88,94,95,71,97,91
9,f,4,Geography,50,50,45,93,83,50,68,53
7,f,2,English,91,61,59,93,36,41,100,67
12,m,7,Computer,51,89,55,76,47,68,80,82
6,f,1,Science,90,70,49,81,46,69,51,64
12,m,7,Geography,41,41,50,39,77,52,51,71
9,m,4,Geography,61,88,38,85,49,79,78,89
12,f,7,Maths,86,83,76,83,74,38,70,49
11,f,6,Science,77,95,63,36,99,45,74,86
15,m,10,Maths,55,88,74,78,81,58,60,97
10,m,5,Computer,95,99,72,72,52,75,66,91
12,f,7,History,88,41,80,82,65,99,96,49
7,m,2,Computer,82,93,62,81,52,83,79,79
